,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,category,wnsynset,wnsynsetkey,up,front,aligned.minPoint,aligned.maxPoint,aligned.dims,isCornerPiece
1339,s__1765,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.999695,108.00001/219.0/72.9997,
1340,s__1765_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1341,s__1765_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1342,s__1766,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0,54.000004/219.0/66.0,108.00001/219.0/73.0,
1343,s__1766_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1344,s__1766_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0,54.000004/219.0/7.00002,108.00001/219.0/14.00002,
1345,s__1767,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9998,108.00001/219.0/72.99981,
1346,s__1767_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1347,s__1767_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1348,s__1768,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9994,108.00001/219.0/72.999405,
1349,s__1768_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1350,s__1768_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1351,s__1769,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9998,108.00001/219.0/72.99981,
1352,s__1769_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1353,s__1769_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1354,s__1770,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9999,108.00001/219.0/72.99991,
1355,s__1770_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1356,s__1770_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1357,s__1771,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/66.0,108.00001/219.0/73.00001,
1358,s__1771_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1359,s__1771_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1360,s__1772,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9999,108.00001/219.0/72.99991,
1361,s__1772_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1362,s__1772_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1363,s__1773,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000076,54.000004/219.0/65.9998,108.00001/219.0/72.99981,
1364,s__1773_0,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1365,s__1773_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-54.000004/0.0/-7.0000095,54.000004/219.0/7.00002,108.00001/219.0/14.00003,
1366,s__1774,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-110.5/-7.6293945E-6/-104.99999,110.5/111.974/104.99999,221.0/111.97401/209.99998,
1367,s__1775,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-80.5/-7.6293945E-6/-104.99999,80.4886/110.396/104.99999,160.9886/110.39601/209.99998,
1368,s__1776,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-90.015/-7.6293945E-6/-104.99999,90.0632/100.0/104.99999,180.0782/100.00001/209.99998,
1369,s__1777,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-104.0/0.0/-114.5,104.0/145.36801/114.5,208.0/145.36801/229.0,
1370,s__1778,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-220.0/0.0/-40.0001,220.0/312.16/40.0,440.0/312.16/80.0001,
1371,s__1779,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-21.0/-0.22052002/-16.5,21.0/172.847/16.5,42.0/173.06752/33.0,
1372,s__1780,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-26.0/-0.2381897/-31.5,26.0/134.265/31.5,52.0/134.50319/63.0,
1373,s__1781,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-19.0/3.95253/-52.0,19.0/131.232/52.0,38.0/127.279465/104.0,
1374,s__1782,person,person,2.0,person,person/__pose_lie/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,0/1/0,0/0/-1,-20.5/-0.7622528/-60.0,20.5/63.524002/60.0,41.0/64.286255/120.0,
1375,s__1783,person,person,2.0,person,person/__pose_lie/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-20.0/-0.39211273/-92.000015,20.0/35.8321/92.0,40.0/36.224213/184.00002,
1376,s__1784,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-29.499998/-0.047042847/-19.0,29.499998/178.198/19.0,58.999996/178.24504/38.0,
1377,s__1785,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-27.000002/-0.016098022/-40.5,27.000002/141.877/40.5,54.000004/141.8931/81.0,
1378,s__1786,person,person,2.0,person,person/__pose_sit/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-27.000002/-0.14653015/-47.5,27.000002/137.049/47.5,54.000004/137.19553/95.0,
1379,s__1787,person,person,2.0,person,person/__pose_lie,n05217688,person.n.02,,,-34.499897/-1.9271622/-89.5,34.500103/30.4169/89.5,69.0/32.344063/179.0,
1380,s__1788,person,person,2.0,person,person/__pose_lie,n05217688,person.n.02,,,-20.5/-1.0928497/-83.0,20.5/45.2734/83.0,41.0/46.36625/166.0,
1381,s__1789,stand,stand,2.0,night_stand,stand/__SYM_REFLECT_LR,n04301000,stand.n.04,,,-40.0/3.8146973E-6/-24.5,40.0/58.480198/24.5,80.0/58.480194/49.0,
1382,s__1790,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet/__SYM_REFLECT_LR,n02933112,cabinet.n.01,,,-60.000004/0.0/-31.5,60.000004/260.572/31.5,120.00001/260.572/63.0,
1383,s__1791,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-115.0/-7.6293945E-6/-117.49999,115.0/109.715/117.49999,230.0/109.715004/234.99998,
1384,s__1792,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-94.5/-0.13135529/-115.0,94.5/65.7369/115.0,189.0/65.868256/230.0,
1385,s__1793,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-9.961809/0.0/-9.961819,9.961821/24.0/9.961819,19.92363/24.0/19.923637,
1386,s__1794,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_4,n04522168,vase.n.01,,,-24.0/0.0/-24.0,24.0/89.0/24.0,48.0/89.0/48.0,
1387,s__1795,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-17.9997/0.0/-17.9997,17.9997/77.2631/17.9997,35.9994/77.2631/35.9994,
1388,s__1796,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-9.80032/0.0034675598/-9.80031,9.80032/46.9565/9.80032,19.60064/46.953033/19.60063,
1389,s__1797,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_2,n04522168,vase.n.01,,,-20.588299/0.0/-8.99795,20.411701/98.220406/9.00205,41.0/98.220406/18.0,
1390,s__1798,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-20.0/0.0/-20.0,20.0/142.0/20.0,40.0/142.0/40.0,
1391,s__1799,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_4,n04522168,vase.n.01,,,-27.000002/0.0/-27.000002,27.000002/72.4777/27.000002,54.000004/72.4777/54.000004,
1392,s__1800,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-4.0/0.0/-4.0,4.0/35.0/4.0,8.0/35.0/8.0,
1393,s__1801,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-9.0/0.0/-9.0,9.0/81.0/9.0,18.0/81.0/18.0,
1394,s__1802,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-8.0/-0.04093933/-6.5,8.0/79.8431/6.5,16.0/79.88404/13.0,
1395,s__1803,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-6.0/0.0/-6.0,6.0/27.000002/6.0,12.0/27.000002/12.0,
1396,s__1804,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_2,n04522168,vase.n.01,,,-16.0/0.0/-4.79778,16.0/24.9359/5.2227097,32.0/24.9359/10.02049,
1397,s__1805,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_2,n04522168,vase.n.01,,,-15.000001/1.9073486E-6/-2.5,15.000001/29.2344/2.5,30.000002/29.234398/5.0,
1398,s__1806,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_4,n04522168,vase.n.01,,,-16.0/0.0/-9.99728,16.0/52.8827/9.99728,32.0/52.8827/19.99456,
1399,s__1807,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-10.0/0.0/-10.0,10.0/51.0/10.0,20.0/51.0/20.0,
1400,s__1808,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-9.0/0.0/-9.0,9.0/30.933899/9.0,18.0/30.933899/18.0,
1401,s__1809,vase,vase,2.0,otherprop,vase/__SYM_REFLECT_FB,n04522168,vase.n.01,,,-15.000001/-3.8146973E-6/-11.012099,15.000001/33.4207/11.012099,30.000002/33.420704/22.024199,
1402,s__1810,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_4,n04522168,vase.n.01,,,-8.0/0.0020980835/-8.0,8.0/46.0/8.0,16.0/45.997902/16.0,
1403,s__1811,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_INF,n04522168,vase.n.01,,,-6.0/0.0/-6.0,6.0/26.979/6.0,12.0/26.979/12.0,
1404,s__1812,vase,vase,2.0,otherprop,vase/__SYM_ROTATE_UP_2,n04522168,vase.n.01,,,-9.689819/0.0/-7.18972,9.689819/34.832703/7.18972,19.379639/34.832703/14.37944,
1405,s__1813,magazines,magazines,2.0,otherprop,magazines,n06595351,magazine.n.01,,,-16.5/-9.536743E-7/-18.997501,16.4873/2.33108/19.0,32.9873/2.331081/37.9975,
1406,s__1814,cellphone,household_appliance,2.0,otherprop,household_appliance/cellphone/__SYM_REFLECT_LR,n02992529,cellular_telephone.n.01,,,-3.5/-2.3841858E-7/-7.0,3.5/1.0/7.0,7.0/1.0000002/14.0,
1407,s__1815,camera,household_appliance,2.0,otherprop,household_appliance/camera,n02942699,camera.n.01,,,-7.0/-9.536743E-7/-7.0,7.0/10.9289/7.0,14.0/10.928901/14.0,
1408,s__1816,ipad,household_appliance,2.0,otherprop,household_appliance/ipad/__SYM_REFLECT_LR,n03528263,home_appliance.n.01,,,-8.5/-4.7683716E-7/-12.0,8.5/1.0/12.0,17.0/1.0000005/24.0,
1409,s__1817,tripod,tripod,2.0,otherprop,tripod,n04485082,tripod.n.01,,,-36.0/3.9672852E-4/-31.0,36.0/145.018/31.0,72.0/145.01761/62.0,
1410,s__1818,toy,toy,2.0,otherprop,toy,n03964744,plaything.n.01,,,-10.0/0.012130737/-2.5,10.0/185.087/2.5,20.0/185.07487/5.0,
1411,s__1819,telephone,household_appliance,2.0,otherprop,household_appliance/telephone/__SYM_REFLECT_LR_APPROX,n04401088,telephone.n.01,,,-3.0/0.0/-3.5,3.0/14.183199/3.5,6.0/14.183199/7.0,
1412,s__1820,stationary_container,household_appliance,2.0,otherprop,household_appliance/stationary_container/__SYM_ROTATE_UP_4_APPROX,n03528263,home_appliance.n.01,,,-4.0/0.0/-3.5,4.0/14.2293005/3.5,8.0/14.2293005/7.0,
1413,s__1821,headphones_on_stand,household_appliance,2.0,otherprop,household_appliance/headphones_on_stand/__SYM_REFLECT_LR_APPROX,n03528263,home_appliance.n.01,,,-9.5/0.0/-5.0,9.5/23.3466/5.0,19.0/23.3466/10.0,
1414,s__1822,helmet,household_appliance,2.0,otherprop,household_appliance/helmet/__SYM_REFLECT_LR_APPROX,n03513137,helmet.n.02,,,-11.5/-0.19713783/-17.0,11.5/26.6121/17.0,23.0/26.809238/34.0,
1415,s__1823,shoes,shoes,2.0,picture,shoes,n04199027,shoe.n.01,,,-13.3868/-7.1525574E-7/-13.438601,13.6132/3.25927/13.561399,27.0/3.2592707/27.0,
1416,s__1824,cup,kitchenware,2.0,otherprop,kitchenware/cup/drink/__SYM_ROTATE_UP_4,n03797390,mug.n.04,,,-4.5/0.0/-4.5,4.5/10.0/4.5,9.0/10.0/9.0,
1417,s__1825,food_tray,kitchenware,2.0,otherprop,kitchenware/food_tray/food/drink,n04476259,tray.n.01,,,-31.0/0.0027198792/-16.5,31.0/38.7396/16.5,62.0/38.73688/33.0,
1418,s__1826,jug,kitchenware,2.0,otherprop,kitchenware/jug/drink/__SYM_REFLECT_FB,n03603722,jug.n.01,,,-11.0/0.0/-8.0,11.0/28.786701/8.0,22.0/28.786701/16.0,
1419,s__1827,containers,kitchenware,2.0,otherprop,kitchenware/containers,n03094503,container.n.01,,,-26.0/0.0/-7.99999,26.0/21.0/7.99999,52.0/21.0/15.99998,
1420,s__1828,utensil_holder,kitchenware,2.0,otherprop,kitchenware/utensil_holder/__SYM_ROTATE_UP_INF_APPROX,n03525454,holder.n.01,,,-8.0/0.0/-7.5000896,8.0/24.4544/7.5,16.0/24.4544/15.00009,
1421,s__1829,spoon,kitchenware,2.0,otherprop,kitchenware/spoon/__SYM_REFLECT_LR,n04284002,spoon.n.01,,,-2.0/0.0012129545/-9.0,2.0/0.870312/9.0,4.0/0.869099/18.0,
1422,s__1830,knife,kitchenware,2.0,otherprop,kitchenware/knife,n03624134,knife.n.02,,,-1.0/0.0045497417/-9.998089,1.0285301/0.820453/10.003201,2.0285301/0.81590325/20.00129,
1423,s__1831,fork,kitchenware,2.0,otherprop,kitchenware/fork/__SYM_REFLECT_LR,n03384167,fork.n.04,,,-1.5/-1.9490719E-4/-9.0,1.5/0.83681/9.0,3.0/0.8370049/18.0,
1424,s__1832,teapot,kitchenware,2.0,otherprop,kitchenware/teapot/__SYM_REFLECT_FB,n04398044,teapot.n.01,,,-17.9997/0.0/-10.0002,17.9998/23.679499/10.0002,35.9995/23.679499/20.0004,
1425,s__1833,cup,kitchenware,2.0,otherprop,kitchenware/cup/__SYM_REFLECT_FB,n03797390,mug.n.04,,,-8.0/0.0/-8.0000105,8.0/8.690559/7.9999895,16.0/8.690559/16.0,
1426,s__1834,jug,kitchenware,2.0,otherprop,kitchenware/jug/__SYM_REFLECT_FB,n03603722,jug.n.01,,,-7.5000005/0.0/-5.00011,7.5000005/9.9350195/5.00011,15.000001/9.9350195/10.00022,
1427,s__1835,container,kitchenware,2.0,otherprop,kitchenware/container/__SYM_REFLECT_FB,n03094503,container.n.01,,,-8.00017/0.0/-6.0,8.00017/13.4664/6.0,16.00034/13.4664/12.0,
1428,s__1836,fruit_bowl,kitchenware,2.0,otherprop,kitchenware/fruit_bowl/food,n02880940,bowl.n.03,,,-15.000001/0.0/-9.9915695,15.000001/20.3018/10.0084,30.000002/20.3018/19.99997,
1429,s__1837,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-28.0/-1.9073486E-6/-28.0,28.0/30.9427/28.0,56.0/30.942701/56.0,
1430,s__1838,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-19.0/7.6293945E-6/-19.0,19.0/69.323/19.0,38.0/69.32299/38.0,
1431,s__1839,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_2_APPROX,n03005285,chandelier.n.01,,,-55.0/-2.2888184E-5/-27.000002,55.0/99.5876/27.000002,110.0/99.58762/54.000004,
1432,s__1840,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-11.0/0.0/-11.0,11.0/21.4611/11.0,22.0/21.4611/22.0,
1433,s__1841,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-19.0/0.0/-19.0,19.0/210.03499/19.0,38.0/210.03499/38.0,
1434,s__1842,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-103.0/0.0/-116.0,103.0/183.36101/116.0,206.0/183.36101/232.0,
1435,s__1843,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-110.0/-1.5258789E-5/-113.0,110.0/143.455/113.0,220.0/143.45502/226.0,
1436,s__1844,bread,kitchenware,2.0,otherprop,kitchenware/bread/food,n07679356,bread.n.01,,,-18.500298/0.0/-17.5,18.5/12.8176/17.5,37.000298/12.8176/35.0,
1437,s__1845,trinket,trinket,2.0,otherprop,trinket/__SYM_ROTATE_UP_4,n02787435,bangle.n.02,,,-8.0/0.0/-8.0,8.0/40.0/8.0,16.0/40.0/16.0,
1438,s__1846,trinket,trinket,2.0,otherprop,trinket,n02787435,bangle.n.02,,,-7.0/0.0/-7.5000005,7.0/58.499996/7.5000005,14.0/58.499996/15.000001,
1439,s__1847,trinket,trinket,2.0,otherprop,trinket,n02787435,bangle.n.02,,,-15.000001/0.0/-7.5000005,15.000001/58.999996/7.5000005,30.000002/58.999996/15.000001,
1440,s__1848,trinket,trinket,2.0,otherprop,trinket/__SYM_REFLECT_FB,n02787435,bangle.n.02,,,-13.500001/0.0/-6.5,13.500001/51.6453/6.5,27.000002/51.6453/13.0,
1441,s__1849,mortar_and_pestle,kitchenware,2.0,otherprop,kitchenware/mortar_and_pestle/__SYM_REFLECT_FB,,,,,-9.500019/0.0/-8.0,9.5/23.1691/8.0,19.00002/23.1691/16.0,
1442,s__1850,food,kitchenware,2.0,otherprop,kitchenware/food/__SYM_REFLECT_FB,n00021265,food.n.01,,,-34.0009/-0.072683334/-24.0,34.0/28.595999/24.005898,68.0009/28.668682/48.005898,
1443,s__1851,place_setting,kitchenware,2.0,otherprop,kitchenware/place_setting,n03953743,place_setting.n.01,,,-13.0/-1.2302399E-4/-12.0,13.0/2.76662/12.0,26.0/2.766743/24.0,
1444,s__1852,trinket,trinket,2.0,otherprop,trinket/__SYM_REFLECT_LR_APPROX,n02787435,bangle.n.02,,,-7.0/-3.8146973E-6/-7.0,7.0/33.5671/7.0,14.0/33.567104/14.0,
1445,s__1853,trinket,trinket,2.0,otherprop,trinket/__SYM_REFLECT_LR_APPROX,n02787435,bangle.n.02,,,-4.0/0.0/-4.0,4.0/8.37662/4.0,8.0/8.37662/8.0,
1446,s__1854,armchair,chair,2.0,chair,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-38.0/0.0/-41.0,38.0/131.879/41.0001,76.0/131.879/82.0001,
1447,s__1855,trinket,trinket,2.0,otherprop,trinket/__SYM_ROTATE_UP_3_APPROX,n02787435,bangle.n.02,,,-13.0/0.0/-13.500001,13.0/49.7416/13.500001,26.0/49.7416/27.000002,
1448,s__1856,trinket,trinket,2.0,otherprop,trinket/__SYM_ROTATE_UP_INF,n02787435,bangle.n.02,,,-5.0/0.0/-5.0,5.0/10.185901/5.0,10.0/10.185901/10.0,
1449,s__1857,trinket,trinket,2.0,otherprop,trinket,n02787435,bangle.n.02,,,-9.5/0.0/-2.0,9.55228/12.997/2.0,19.05228/12.997/4.0,
1450,s__1858,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-30.5/0.01058197/-23.5,30.5/100.305/23.5,61.0/100.29442/47.0,
1451,s__1859,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-49.5/-0.029129028/-29.499998,49.5/127.743004/29.499998,99.0/127.77213/58.999996,
1452,s__1860,candle,candle,2.0,lamp,candle/__SYM_ROTATE_UP_4,n02948072,candle.n.01,,,-8.0/0.0/-8.0,8.0/89.8557/8.0,16.0/89.8557/16.0,
1453,s__1861,candle,candle,2.0,lamp,candle/__SYM_ROTATE_UP_4,n02948072,candle.n.01,,,-12.0/0.0/-12.0,12.0/46.0/12.0,24.0/46.0/24.0,
1454,s__1862,candle,candle,2.0,lamp,candle/__SYM_ROTATE_UP_INF,n02948072,candle.n.01,,,-10.0/0.0/-10.0,10.0/77.608696/10.0,20.0/77.608696/20.0,
1455,s__1863,candle,candle,2.0,night_stand,candle/__SYM_ROTATE_UP_2,n02948072,candle.n.01,,,-11.5/-1.6784668E-4/-11.5,11.5/33.0/11.5,23.0/33.000168/23.0,
1456,s__1864,candle,candle,2.0,lamp,candle/__SYM_REFLECT_LR,n02948072,candle.n.01,,,-7.0/0.0/-13.5,7.0/63.0/12.5,14.0/63.0/26.0,
1457,s__1865,trinket,trinket,2.0,otherprop,trinket/__SYM_REFLECT_LR_APPROX,n02787435,bangle.n.02,,,-11.5/-3.8146973E-6/-7.0,11.5/33.6524/7.0,23.0/33.652405/14.0,
1458,s__1866,trinket,trinket,2.0,otherprop,trinket,n02787435,bangle.n.02,,,-34.0/0.0/-20.0,34.0/87.0/20.0,68.0/87.0/40.0,
1459,s__1867,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-80.0/-0.0068969727/-131.5,80.0/191.519/131.5,160.0/191.5259/263.0,
1460,s__1868,toy,toy,2.0,otherprop,toy,n03964744,plaything.n.01,,,-39.0/4.5776367E-4/-75.0,39.0/133.749/75.0,78.0/133.74854/150.0,
1461,s__1869,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-27.5/0.0017776489/-22.0,27.5/91.6404/22.0,55.0/91.638626/44.0,
1462,s__1870,toy,toy,2.0,otherprop,toy/__SYM_REFLECT_LR_APPROX,n03964744,plaything.n.01,,,-27.5/-0.022064209/-21.0,27.5/107.139/21.0,55.0/107.161064/42.0,
1463,s__1871,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-60.000004/0.0/-30.000002,60.000004/43.7162/30.000002,120.00001/43.7162/60.000004,
1464,s__1872,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_INF,n03063968,coffee_table.n.01,,,-32.0/0.0/-32.0,32.0/69.716194/32.0,64.0/69.716194/64.0,
1465,s__1873,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_ROTATE_UP_2,n02828884,bench.n.01,,,-81.5/-7.9345703E-4/-20.5,81.5/46.0/20.5,163.0/46.000793/41.0,
1466,s__1874,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-109.0/7.6293945E-6/-52.999996,109.0/76.0/52.999996,218.0/75.99999/105.99999,
1467,s__1875,mirror,mirror,2.0,mirror,mirror/__SYM_REFLECT_LR,n03773035,mirror.n.01,,,-61.984497/0.0/-2.49998,61.984497/248.0/2.50002,123.968994/248.0/5.0,
1468,s__1876,armchair,chair,2.0,chair,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-29.499998/7.6293945E-6/-32.0,29.499998/98.5223/32.0,58.999996/98.52229/64.0,
1469,s__1877,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-24.0/0.0/-29.0,24.0/98.5223/29.0,48.0/98.5223/58.0,
1470,s__1878,floor_lamp,indoor_lamp,2.0,lamp,indoor_lamp/floor_lamp/__SYM_ROTATE_UP_6,n03367059,floor_lamp.n.01,,,-20.0/0.0/-22.9977,20.0/173.83899/22.9977,40.0/173.83899/45.9954,
1471,s__1879,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-102.5/-0.026176453/-42.5,102.5/85.2907/42.5,205.0/85.31688/85.0,
1472,s__1880,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-22.7914/7.6293945E-6/-22.866402,22.6422/71.7819/22.5672,45.4336/71.78189/45.4336,
1473,s__1881,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_5,n03005285,chandelier.n.01,,,-36.5/2.1362305E-4/-35.0,36.5/73.9048/35.0,73.0/73.90459/70.0,
1474,s__1882,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-75.0/0.0/-43.0,75.0/88.2982/43.0,150.0/88.2982/86.0,
1475,s__1883,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_2,n03005285,chandelier.n.01,,,-69.003204/-7.6293945E-6/-8.0000105,69.003204/99.3852/8.0000105,138.00641/99.38521/16.000021,
